row_type,group,count,success_rate,failed_rate,missed_rate,avg_candidate_d3_max_return_pct,median_candidate_d3_max_return_pct,avg_d3_realized_return_pct,median_d3_realized_return_pct,avg_daily_rank,median_daily_rank,avg_days_since_d0,median_days_since_d0,avg_consecutive_boards,median_consecutive_boards,avg_total_score,median_total_score,avg_graph_quality_score,median_graph_quality_score,avg_support_score,median_support_score,avg_active_money_score,median_active_money_score,avg_theme_score,median_theme_score,avg_low_absorb_width_pct,median_low_absorb_width_pct,avg_invalid_distance_pct,median_invalid_distance_pct
missed_detail,missed_selected_zone_low,15,0.0,0.0,1.0,11.454215945272052,10.00948766603418,,,18.866666666666667,16.0,1.7333333333333334,2.0,1.1333333333333333,1.0,83.63666666666667,84.05,86.53333333333333,90.0,88.86666666666666,91.0,83.73333333333333,92.0,68.0,70.0,3.88458267299665,4.229794210330851,3.88458267299665,4.229794210330851
missed_detail,missed_small_or_watch,9,0.0,0.0,1.0,12.366501624680005,9.996155324875032,,,,,1.8888888888888888,2.0,1.0,1.0,72.20555555555558,72.45,80.66666666666667,82.0,60.111111111111114,61.0,77.11111111111111,78.0,64.44444444444444,60.0,3.808263669257002,4.251920233262196,3.808263669257002,4.251920233262196
missed_detail,missed_watch_only,123,0.0,0.0,1.0,10.985151148808503,9.989806320081527,,,,,0.6016260162601627,0.0,1.3414634146341464,1.0,69.78333333333333,76.0,73.3821138211382,78.0,70.79674796747967,89.0,66.3089430894309,64.0,65.48780487804878,70.0,3.2615145128205376,3.775620280474645,3.2615145128205376,3.775620280474645
sample_group,data_issue,10,0.0,0.0,0.0,,,,,,,0.0,0.0,1.0,1.0,74.22,71.3,67.2,58.0,90.6,91.0,78.0,74.0,57.0,60.0,2.135435219012054,1.122448979591839,2.135435219012054,1.122448979591839
sample_group,failed,55,0.0,1.0,0.0,1.7334145398088607,1.6241299303944468,-3.1262787259588127,-2.7486606976938166,35.63636363636363,38.0,1.8727272727272728,2.0,1.2363636363636363,1.0,79.26181818181817,79.25,83.16363636363636,82.0,82.85454545454546,89.0,77.56363636363636,78.0,67.0,70.0,4.023893250047388,4.19775768393682,4.023893250047388,4.19775768393682
sample_group,missed_selected,15,0.0,0.0,1.0,11.454215945272052,10.00948766603418,,,18.866666666666667,16.0,1.7333333333333334,2.0,1.1333333333333333,1.0,83.63666666666667,84.05,86.53333333333333,90.0,88.86666666666666,91.0,83.73333333333333,92.0,68.0,70.0,3.88458267299665,4.229794210330851,3.88458267299665,4.229794210330851
sample_group,missed_unselected,132,0.0,0.0,1.0,11.07933413579974,9.990999959416257,,,,,0.6893939393939394,0.0,1.3181818181818181,1.0,69.94848484848485,74.75,73.87878787878788,82.0,70.06818181818181,89.0,67.04545454545455,64.0,65.41666666666667,70.0,3.298792864395751,3.7774322158222073,3.298792864395751,3.7774322158222073
sample_group,ordinary,325,0.0,0.0,0.0,2.172421127591014,1.934235976789167,,,26.394736842105264,24.0,1.3784615384615384,1.0,1.1384615384615384,1.0,64.02076923076923,66.8,61.2,70.0,62.87384615384615,77.0,68.88,66.0,64.41538461538461,70.0,3.688346914283688,3.846153846153833,3.688346914283688,3.846153846153833
sample_group,success,11,1.0,0.0,0.0,8.950104567905223,8.438646555238494,7.0,7.0,38.72727272727273,41.0,1.4545454545454546,1.0,1.0909090909090908,1.0,78.73181818181818,77.95,82.54545454545455,82.0,83.72727272727273,89.0,75.27272727272727,72.0,67.27272727272727,70.0,3.6996669043856487,3.777777777777791,3.6996669043856487,3.777777777777791
